Date,Natural Gas Consumption,Trend,Seasonal,Residual
1973-01-01,2348.0,,719.5820263741134,
1973-02-01,2126.0,,436.682201462766,
1973-03-01,2015.0,,279.3788792109929,
1973-04-01,1835.0,,-104.8217617464539,
1973-05-01,1729.0,,-299.91043506205676,
1973-06-01,1534.0,,-355.9899465868794,
1973-07-01,1558.0,,-249.53404454787233,
1973-08-01,1582.0,,-236.62863364361704,
1973-09-01,1527.0,,-371.28923337765957,
1973-10-01,1708.0,,-253.63930474290777,
1973-11-01,1905.0,,-9.088791001773046,
1973-12-01,2182.0,,445.2590436613475,
1974-01-01,2230.0,,719.5820263741134,
1974-02-01,2054.0,,436.682201462766,
1974-03-01,2003.0,,279.3788792109929,
1974-04-01,1691.0,,-104.8217617464539,
1974-05-01,1608.0,,-299.91043506205676,
1974-06-01,1439.0,,-355.9899465868794,
